"","Symbol","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652879.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652880.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652881.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652882.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652883.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652884.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652885.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652886.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652887.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652888.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652889.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652890.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652891.tabular"
"27677","Gm44964",0,0,0,0,0,0,0,0,0,0,0,0,0
"27678","Gm44965",0,0,0,0,0,0,0,0,0,0,0,0,0
"27679","Gm44966",0,0,0,0,0,0,1,0,1,0,0,0,0
"27680","Gm44967",0,0,0,0,0,0,0,0,0,0,1,0,0
"27681","Gm44968",0,0,1,0,0,0,0,1,0,1,0,1,0
"27682","Gm44969",0,0,0,0,0,0,0,0,0,0,0,0,0
"27683","Gm44970",0,0,0,0,0,0,0,0,0,0,0,0,0
"27684","Gm44971",0,0,0,0,0,0,0,0,0,0,0,0,0
"27685","Gm44972",0,0,0,0,0,0,0,0,0,0,0,0,0
"27686","Gm44973",0,0,0,0,0,0,0,0,0,0,0,0,0
"27687","Gm44974",34.8231,65.1607,58.6001,42.6856,46.4759,30.7049,50.652,57.6172,65.1083,109.289,108.584,62.0675,231.825
"27688","Gm44975",1.00305,1.30609,0,0,4.07987,5.38757,1.00286,1.00156,1.00103,0,1.34567,3.05913,0
"27689","Gm44976",0,0,0,0,0,0,0,0,0,0,0,1,0
"27690","Gm44977",0,0,0,0,0,0,0,0,0,0,0,0,0
"27691","Gm44978",0,0,0,0,0,0,0,0,0,0,0,0,0
"27692","Gm44979",0,0,0,0,0,0,0,0,0,0,0,0,0
"27693","Gm44980",0,0,0,0,0,0,0,0,0,0,0,0,0
"27694","Gm44981",3,0,0,0,0,1,2,3,0,0,1,0,2
"27695","Gm44982",0,0,0,0,0,0,0,0,0,0,0,1,0
"27696","Gm44983",0,0,0,0,0,0,0,0,0,0,0,0,0
"27697","Gm44984",1.04837,1.24715,1.82628,1.3654,1.21807,4.86612,5.84241,2.24574,3.0583,2.08859,4.14159,8.2227,6.43702
"27698","Gm44985",74,98,84,121.788,160.909,154.953,84,79,92,92.6079,110,118,116.15
"27699","Gm44986",10.2995,19.8475,15.567,7.50069,9.79965,11.4831,9.29015,15.2939,11.0962,12.2876,25.229,15.8222,29.1668
"27700","Gm44987",0,0,0,0,0,0,0,0,0,0,0,0,1.11234
"27701","Gm44989",0,0,0,0,0,0,0,0,0,0,0,0,0
"27702","Gm44990",0,0,0,0,0,0,0,0,0,0,0,0,0
"27703","Gm44991",0,0,0,0,0,0,0,0,0,0,0,0,0
"27704","Gm44992",0,0,2,0,6.21472,6.24798,1.22768,0,2.23334,1,0,1.19561,2
"27705","Gm44993",0,0,0,0,0,0,0,0,0,0,0,0,0
"27706","Gm44995",1,2.88667,0,2,2.92966,1.94363,3,0,2,0,2.93341,1,1
"27707","Gm44996",0,0,2.00002,1.00001,2.55817,0,1.71662,1,1,0,1,6.37546,1
"27708","Gm44997",2.27579,2.59585,6.29659,4.35422,7.5356,8.03754,6.20595,3.36133,3.2601,5.6064,5.32533,4.37708,6.48498
"27709","Gm44998",4.31489,0.421051,8.17424,2.11267,5.36594,10.5878,0,2.13937,1,6.4348,5.31212,9.05775,1.03928
"27710","Gm44999",1,0,0,1,1,0,0,1,1,0,0,0,1
"27711","Gm45001",8,14,12,15,10,5,8,13,11,5,9,17,11
"27712","Gm45002",0,0,0,0,0,0,0,0,0,0,0,0,0
"27713","Gm45003",0,1,0,0,0,1,2.00638,0,0,0,0,2.29754,0
"27714","Gm45004",0,0,0,0,0,0,0,0,0,0,0,0,0
"27715","Gm45005",0,0,0,0,0,0,0,0,0,0,0,0,0
"27716","Gm45006",0,0,0,0,0,1,0,0,0,0,0,0,0
"27717","Gm45007",0,0,0,0,0,0,0,0,0,0,0,0,0
"27718","Gm45008",0,0,0,0,0,0,0,0,0,0,0,0,0
"27719","Gm4501",0,0,0,0,0,0,0,0,0,0,0,0,0
"27720","Gm45011",43.8616,76.1581,36.2001,24.3163,59.8502,36.3586,41.8204,43.3578,37.4673,17.2438,76.4235,52.6514,60.7232
"27721","Gm45012",42,44,35,43,26,23,44,46,37,36,63,68,48
"27722","Gm45013",0,0,0,0,0,0,0,0,0,0,0,0,0
"27723","Gm45014",0,0,0,0,0,0,0,0,0,0,0,0,0
"27724","Gm45015",2.09144,1.46017,1.50812,0,3.92139,6.13063,1,1,0,0,3.22741,1.01965,2
"27725","Gm45016",1,0,1,2,0,3,2,0,1,0,1,0,0
"27726","Gm45017",2,0,4,4,1,1,3,5,2,0,1,1.60795,2
"27727","Gm45020",0,0,0,0,0,0,0,0,0,0,0,0,0
"27728","Gm45021",0,0,0,0,0,0,0,0,0,0,0,0,0
"27729","Gm45022",5.70953,8.87309,5.63171,6.07658,0,0,6.47286,2.48141,5.38613,4.60905,5.25968,4.33154,14.909
"27730","Gm45023",0,0,0,0,0,0,0,0,0,0,0,0,0
"27731","Gm45024",0,0,0,0,0,0,0,0,0,0,0,0,0
"27732","Gm45025",0,0,0,0,0,0,0,0,0,0,0,0,0
"27733","Gm45026",0,0,0,0,0,0,0,0,0,0,1,0,0
"27734","Gm45027",1,0,0,0,0,0,0,0,0,0,0,0,0
"27735","Gm45029",0,0,0,0,0,0,0,0,0,0,0,0,0
"27736","Gm45030",0,0,0,0,0,0,0,0,0,0,1,0,0
"27737","Gm45032",0,0,0,0,0,0,0,0,0,0,0,0,0
"27738","Gm45033",25.0446,28.9306,34.2147,24.7329,40.5192,39.6589,34.5314,16.4499,24.9754,17.8962,34.3175,32.5188,42.1253
"27739","Gm45034",0,0,0,0,0,0,0,0,0,0,0,1.00031,0
"27740","Gm45037",0,0,0,0,0,0,0,0,0,0,0,0,0
"27741","Gm45038",14.6518,14.8044,15.5656,4.10863,6.71866,11.5485,17.0652,2.22487,19.1988,9.10118,29.3566,19.9681,20.4573
"27742","Gm45039",1,1,1,6,8,5,3,2,9,7,3,7,10
"27743","Gm45040",0,0,0,0,0,0,0,0,0,0,0,0,0
"27744","Gm45041",0,3,1,5,1,3,1,0,0,0,6,2,5
"27745","Gm45042",0,0,1,1,1,0,0,0,0,0,1,1,0
"27746","Gm45044",14,9,8,0,2,0,6,8,4,1,11,4,2
"27747","Gm45045",0,0,0,0,0,0,0,0,0,0,0,0,0
"27748","Gm45047",0,0,1,0,0,0,0,0,0,0,1,0,0
"27749","Gm45048",0,0,0,0,0,0,0,0,0,0,0,0,0
"27750","Gm45049",0,0,0,0,0,0,0,0,0,0,0,0,0
"27751","Gm45051",0,7.07917,3.75865,1.32098,4.09071,10.2367,2.77701,0,3.83145,2.21467,0,1.63792,4.75431
"27752","Gm45052",0,0,0,0,0,0,0,1,0,0,0,0,0
"27753","Gm45053",31.2048,39.2876,35.3049,21.1403,28.0927,39.3349,21.05,26.7517,21.0951,18.0675,46.2497,34.2962,28.1847
"27754","Gm45054",0,0,0,0,0,0,0,0,0,0,0,0,0
"27755","Gm45056",0,0,0,0,0,0,0,0,0,0,0,0,0
"27756","Gm45058",0,0,0,0,0,0,0,0,0,0,0,0,0
"27757","Gm45059",3,0,1,3,1,0,4,2,2,1,1,4,5
"27758","Gm45060",0,0,0,0,0,0,0,0,0,0,0,0,0
"27759","Gm45061",0,0.633776,5.98288,0,1.27792,0,1.66995,0,0,0,1.09716,7.47022,1.00554
"27760","Gm45062",61.5266,15.1883,81.0171,40.2524,59.6694,27.9038,53.1452,0,85.8128,29.5017,135.592,76.0348,23.9916
"27761","Gm45063",0,0,0,0,0,0,0,0,0,0,0,0,0
"27762","Gm45064",0,0,0,0,0,0,0,0,0,0,0,0,0
"27763","Gm45066",0,0,0,0,0,0,0,0,0,0,0,0,0
"27764","Gm45069",0,1,0,0,1.00122,0,0,0,0,0,0,0,2.00341
"27765","Gm45070",0,0,0,0,0,0,0,0,1,1,1,1,0
"27766","Gm45071",0,0,0,0,0,0,0,0,0,0,0,0,0
"27767","Gm45072",0,0,0,0,0,0,0,0,0,1.00005,0,0,0
"27768","Gm45073",6,9.09557,5,3,3.08353,1,5,4,3.06049,1,10,7,9.11928
"27769","Gm45074",6,5,3,6,3,3,2,7,4,5,11,6,8
"27770","Gm45075",0,0,0,0,0,0,0,0,0,0,1,0,0
"27771","Gm45076",2.76918,0,0,5,8.92471,0,2,3.14613,1,1.24192,1,0,2.22281
"27772","Gm45078",0,0,0,0,0,0,0,0,0,0,0,0,0
"27773","Gm45079",0,0,0,0,0,0,0,0,0,0,0,0,0
"27774","Gm45080",0,0,0,0,0,0,0,0,0,0,0,0,0
"27775","Gm45081",0,0,0,0,3,1,0,0,0,0,0,0,0
"27776","Gm45082",0,0,0,0,0,0,0,0,0,0,0,0,0
"27777","Gm45083",0,1,2,2,0,3,0,0,0,0,0,0,1
"27778","Gm45084",3.01207,0,2.00185,0,4.00994,5.51946,4.01011,2.48428,2,4,10.8027,0,3.02881
"27779","Gm45085",0,0,0,0,0,0,0,0,0,0,0,0,0
"27780","Gm45086",0,0,0,0,0,0,0,0,0,0,0,0,0
"27781","Gm45088",1.8851,0,0,5.10103,0,2.00185,3.95518,0,3.19243,0,0,3.92107,0
"27782","Gm45089",0,0,0,0,0,0,0,0,0,0,0,0,0
"27783","Gm45090",79.2413,131.618,121.287,56.3999,197.309,171.293,88.3921,54.6097,68.6257,11.5985,156.629,147.979,99.1498
"27784","Gm45091",0,0,6,4,5,10,4,3,2,4,4,6.06046,6
"27785","Gm45092",0,0,0,0,0,0,0,0,0,0,0,0,0
"27786","Gm45093",0,0,0,0,0,0,0,0,0,0,0,0,0
"27787","Gm45094",11,9,14,12,14,26,15,4,14,3,23,20,11
"27788","Gm45095",2,1,1,0,0,2,0,1,2,2,2,0,5
"27789","Gm45096",0,0,0,0,0,0,0,0,0,0,0,0,0
"27790","Gm45098",0,0,0,1,0,0,0,0,0,0,0,0,0
"27791","Gm4510",0,0,0,0,0,0,0,0,0,0,0,0,0
"27792","Gm45100",0,0,0,0,0,0,0,0,0,0,0,0,0
"27793","Gm45101",0,0,0,0,0,0,0,0,0,0,0,0,0
"27794","Gm45102",0.307533,0,0,0,0,0,0,1,0,0,1,0,0
"27795","Gm45104",6.0197,5,7,9,3,17.4968,9,2,7,2,11,11,13.2423
"27796","Gm45105",25.1937,23.9356,22.145,24.8907,40.5007,30.8314,27.2738,31.4214,24.0683,39.9031,39.5954,41.4456,49.9799
"27797","Gm45110",30,17,32,18,36,35,25,17,27,20,32,37,47
"27798","Gm45112",17.0331,13.2361,8.01352,15.4879,10.0331,10.0074,7,8,8.36811,6,11.2927,16.044,15.4433
"27799","Gm45113",0,0,0,0,0,0,0,0,0,0,0,0,0
"27800","Gm45114",0,0,1.20027,1.18702,0,0,1.13793,0,1.07263,0,0,1.0402,1.09652
"27801","Gm45115",0,0,0,0,0,0,0,0,0,0,0,0,0
"27802","Gm45116",0,0,0,0,0,0,0,0,0,0,0,0,0
"27803","Gm45117",4.90857,4,2.00002,4.00005,10,11,6,6.18426,11,7.00016,7,10.1241,14.2709
"27804","Gm45118",1,2,2,0,3,2,2,2,4,4,1,3,4
"27805","Gm45119",0,0,0,0,0,0,0,0,0,0,0,0,0
"27806","Gm4512",0,0,0,0,0,0,0,0,0,0,0,0,0
"27807","Gm45120",9.32298,9.59156,5.9408,7.66032,11.2144,15.4643,25.5368,8.99421,6.74417,4.29777,18.286,17.6049,10.3941
"27808","Gm45121",0,0,0,1.00002,0,0,0,0,0,0,2,0,0
"27809","Gm45122",0,0,0,0,0,0,0,0,0,0,0,0,0
"27810","Gm45124",2.08129,1.1261,1.19406,1.04492,1.16733,0,2.06734,0,1.01281,1.04762,3.47483,0,1.02617
"27811","Gm45125",0,0,0,0,0,0,0,0,0,0,0,0,0
"27812","Gm45126",0,0,0,0,0,0,0,0,0,0,0,0,0
"27813","Gm45127",0,0,0,0,0,0,0,0,1,0,0,0,0
"27814","Gm45129",0,0,0,1.22352,7.62097,2.85046,6.32572,0,1.7701,1.22556,0,0,2.23817
"27815","Gm4513",0,0,0,0,0,0,0,0,0,0,0,0,0
"27816","Gm45130",0,0,0,0,0,0,0,0,0,0,1,0,0
"27817","Gm45131",2,0,2.13426,3.39589,1.09177,0,0,0,0,1.00002,0,2.06809,1
"27818","Gm45132",0,0,0,0,0,3,0,0,1,0,0,0,0
"27819","Gm45133",68.6662,84,86,75,54.3064,53.79,40,70,64,90.6932,56.3616,95.9182,65.887
"27820","Gm45134",0,0,0,0.000399289,0,0,0,0,0,0,0,0,0
"27821","Gm45135",0,0,0,0.999601,0,0,0,0,0,0,0,0,0
"27822","Gm45136",1.93388,0,0,9.44923,0,0,0,3.07123,3.16927e-05,0,3.31775,0,0
"27823","Gm45137",1,1,4,1,1,1,0,0,2,1,1,0,2
"27824","Gm45139",0,0,0,0,0,0,0,0,0,0,0,0,0
"27825","Gm45140",202.737,226.125,26.4957,229.629,298.55768,224.426,229.326,185.868,242.709,181.724,186.729,146.463,203.567
"27826","Gm45141",0,0,1.10633,0,0,0,1.10974,0,0,0,3.15147,0,0
"27827","Gm45144",0,0,0,0,0,0,0,0,0,0,0,0,0
"27828","Gm45145",0,0,0,0,0,0,0,0,0,0,0,0,0
"27829","Gm45146",0,0,0,0,0,0,0,0,0,0,0,0,0
"27830","Gm45147",0,0,4.18963,1.00351,0,0,0,0,1,0,0,0,0
"27831","Gm45148",1.00025,1.00075,0,0,1,3.00089,1.00101,1,0,0,1.00008,1.00265,4.0069
"27832","Gm45149",7,5,13.017,5,23,15,14,5,9.17824,12,19,15,22
"27833","Gm45150",0,0,0,0,0,0,0,0,0,0,0,1,0
"27834","Gm45151",0,0,0,1,0,0,1,0,0,0,0,0,2
"27835","Gm45153",0,0,0,0,0,0,0,0,0,0,0,0,0
"27836","Gm45155",5.39454,6.6141,10.5003,5.16119,15.1201,5.49192,14.884,7.68303,11.7353,11.4128,10.5398,14.7674,18.4356
"27837","Gm45156",0,0,0,0,0,0,0,0,0,0,0,0,0
"27838","Gm45157",0,0,0,0,0,0,0,0,0,0,0,1,0
"27839","Gm45159",9.39231,5.16264,6.38786,6.29336,10.3812,10.7207,2.18449,2.26733,3.03487,3.06924,10.6019,6.2915,8.28821
"27840","Gm45160",0,0,0,0,0,0,1,0,0,0,0,0,0
"27841","Gm45161",1,0,0,0,1,0,0,0,0,1.00002,0,0,0
"27842","Gm45162",0,0,0,0,0,0,0,0,0,0,0,0,0
"27843","Gm45163",2.05184,0,1.58106,1.42671,0,0,1.02132,0,0,0,3.09717,0,1
"27844","Gm45164",5,4.10126,5,7.20785,8,7.2445,9,11,2,3,3,8,7
"27845","Gm45165",0,0,0,0,0,0,0,0,0,0,0,0,0
"27846","Gm45166",0,0,0,0,0,0,0,0,0,0,0,0,0
"27847","Gm45167",0,0,0,0,0,0,0,0,0,0,0,0,0
"27848","Gm45168",0,0,0,0,0,0,0,0,0,0,0,0,0
"27849","Gm45169",0,0,0,0,0,0,0,0,0,0,0,0,0
"27850","Gm45170",0,2.01999,0,0,1.03448,0,0,0,0,2.02514,1.02466,0,3.04075
"27851","Gm45171",0,0,0,0,0,0,0,0,0,0,0,0,0
"27852","Gm45172",0,0,0,0,0,0,0,0,0,0,0,0,0
"27853","Gm45173",0,0,0,0,0,0,0,0,0,0,0,0,0
"27854","Gm45174",2.36706,1.01415,3.07646,5.39154,4.25051,7.24582,3.01195,2.06029,7.13596,3.07361,3.10394,5.06812,9.28991
"27855","Gm45175",0,0,0,0,0,0,0,0,0,0,0,0,0
"27856","Gm45176",2.00219,1.02169,1.00091,0,0,1,0,0,1,0,0,1.00001,0
"27857","Gm45177",2,0,2.06851,3.03421,1.00928,3.06837,0,2.14197,2.04292,1.00002,5.08901,3.05598,3.05079
"27858","Gm45178",7.48604,18.7029,8.13739,3.47528,14.4403,14.7929,6.7414,3.85623,6.48312,7.26908,13.2831,11.2297,19.0375
"27859","Gm45179",13.7421,26.2401,12.6514,16.5022,24.6381,13.5249,12.1072,8.00091,23.3259,12.5997,18.6151,14.7689,26.8086
"27860","Gm4518",2.2985,1.148,5.51393,1.14604,1.12256,0,2.31122,0,0,2.48883,0,0,0
"27861","Gm45181",0,0,0,0,0,0,0,0,0,0,0,0,0
"27862","Gm45182",0,0,0,0,0,0,0,0,0,0,0,0,0
"27863","Gm45183",4.41037,0,0,0,2.56157,3.82383,0,1.18288,1.30306,0,2.24218,0,3.38973
"27864","Gm45184",26.8854,21.6574,34.0513,15.4318,20.4523,45.0291,21.2345,16.6863,38.0514,30.5278,32.8243,49.4024,40.6025
"27865","Gm45185",0,0,0,0,0,0,0,0,0,0,0,0,0
"27866","Gm45186",1,1,2,2,1,3,1,2,0,0,3,5,2
"27867","Gm45187",13,5.54752,1,7,11,0,11,20.00004,2.55758,19,14,2,0
"27868","Gm45188",0,1.00023,0,2,0,0,1,1.00071,1.00079,1.00068,1.00077,1.0007,1.00095
"27869","Gm45189",0,0,0,0,0,0,0,0,0,0,0,0,0
"27870","Gm45191",0,0,0,0,0,0,0,0,0,0,0,1,0
"27871","Gm45192",0,0,0,0,0,0,0,0,0,0,0,0,0
"27872","Gm45193",0,0,0,4.74904,0,0,0,4.66726,0,0,7.10659,0,0
"27873","Gm45194",0,0,0,0,0,0,0,0,0,0,0,0,0
"27874","Gm45195",0,0,0,0,0,0,0,0,0,0,0,0,0
"27875","Gm45196",0,0,2,0,0,0,0,0,0,0,0,0,0
"27876","Gm45197",0,0,0,0,0,0,0,0,0,0,0,0,0
"27877","Gm45198",0,0,0,0,0,0,0,0,0,0,0,0,0
"27878","Gm45199",0,0,0,0,1,2,1,0,0,0,0,0,1
"27879","Gm45200",0,1,0,0,0,1,0,0,1,1,1,0,1
"27880","Gm45201",0,0,0,0,0,0,0,0,0,0,1,0,0
"27881","Gm45202",0,0,0,0,0,0,0,0,0,0,0,0,0
"27882","Gm45203",1,0,0,1,1,1,2,1,2,1,0,0,1
"27883","Gm45204",0,0,0,0,0,1.0006,0,0,0,0,0,2.00238,1.00082
"27884","Gm45205",5.92215,3.20866,6.47588,7.86235,29.7895,15.1076,5.04821,2.89659,12.4908,11.779,7.83588,9.62211,22.1064
"27885","Gm45206",2,4,3,4,1,3,3,2,4,1,4,2,7
"27886","Gm45207",0,0,0,0,0,0,0,0,0,0,0,0,0
"27887","Gm45208",3.11453,2.67729,3.11868,0,0,0,0,4.86483,2.08933,6.10914,6.20795,6.81234,2.81423
"27888","Gm45209",0,0,0,0,0,0,0,0,0,0,0,0,0
"27889","Gm45210",0,1.02527,0,0,0,0,0,0,0,0,0,0,0
"27890","Gm45211",1,1,0,1.00001,2.08033,3,0,0,1,0,0,0,2
"27891","Gm45212",0,0,0,1,1,1,0,2,0,0,0,0,1
"27892","Gm45213",0,0,0,0,0,0,0,0,0,0,0,0,0
"27893","Gm45215",0,0,0,0,0,0,0,0,0,0,0,0,0
"27894","Gm45216",0,1.03116,3.13848,0,0,1.0194,1.02886,1.00764,2.07115,1.05286,1.05909,1.05164,2.08493
"27895","Gm45217",0,0,0,0,0,0,0,0,0,0,0,0,0
"27896","Gm45218",0,1,0,0,0,0,0,0,0,0,0,0,0
"27897","Gm45219",0,0,0,0,0,0,0,0,0,0,0,0,0
"27898","Gm45220",7,17,16,10,9,6,13,9,8,9,23,6,17
"27899","Gm45221",66,61,57,27,19,22,59,40,38,41,58,52,97
"27900","Gm45222",9,11,13,3,6,10,6,4,7,13,19,15,9
"27901","Gm45223",3.00481,3.00632,4.00969,3.29588,5.29237,10.4293,4.00943,2.01528,7.05695,4.31748,4.75041,3.38621,5.34928
"27902","Gm45224",0,0,2.24048,0,0,0,0,0,0,0,0,0,0
"27903","Gm45225",1.00018,1.00034,1.00155,0,0,0,1,0,1.00035,1.00028,0,0,0
"27904","Gm45226",3,6,4,0,1,4,2,4,8,0,2,4,10
"27905","Gm45227",0,0,0,0,0,0,0,0,0,0,0,0,0
"27906","Gm45228",0,0,0,0,0,0,0,0,0,0,0,0,0
"27907","Gm45231",0,0,1.16188,0,2.41503,3.02012,0.720201,0,0,0.613907,0,0.412176,4.54731
"27908","Gm45232",0,0,0,0,0,0,0,0,0,0,0,0,0
"27909","Gm45234",0,17.5936,0,0,7.28079,0,0,0,0,0,0,0,0
"27910","Gm45235",12.8123,15.9248,13.8125,25.5311,3.85006,11.3999,10.0448,9.8147,16.5929,23.1464,12.4033,18.0368,35.0755
"27911","Gm45236",0,0,0,0,0,0,0,0,0,0,0,0,0
"27912","Gm45237",0,0,0,0,0,0,0,0,2,0,0,0,1
"27913","Gm45238",1,1,1,1,0,2,0,1,0,1,4,1,0
"27914","Gm4524",0,0,0,0,0,1,0,0,0,0,0,0,0
"27915","Gm45240",0,1,0,0,0,0,0,0,0,1,1,1,0
"27916","Gm45241",0,0,0,0,0,0,0,0,0,0,0,0,0
"27917","Gm45242",6,3,1.10447,1.10838,2.22201,3,2,1,3,2.00454,0,1.07156,3
"27918","Gm45244",3.53088,6.40607,4.2683,4,10.6705,8.74774,8.53193,4.26102,3,2,2.13432,3.25809,4.27452
"27919","Gm45245",0,0,0,0,0,0,0,0,0,0,0,0,0
"27920","Gm45246",0,0,0,0,0,0,0,0,0,0,0,0,0
"27921","Gm45247",0,0,0,0,0,0,0,0,0,0,0,0,0
"27922","Gm45249",0,0,0,0,0,0,0,0,0,1,0,0,0
"27923","Gm4525",0,0,0,0,0,0,0,0,0,0,0,0,0
"27924","Gm45250",29,66,41,44,45,45,32,32,26,43,61,35,47
"27925","Gm45251",4.52304,2.11303,3.69399,2.01903,5.01549,1.1706,0,3.21477,3.08539,1.05397,3.35353,3.27322,6.5438
"27926","Gm45252",0,0,0,0,0,0,0,0,0,0,0,0,0
"27927","Gm45253",1.10927,0,1.0995,0,1.0705,3.29615,0,0,0,0,0,1.10557,0
"27928","Gm45255",0,0,0,0,0,0,0,0,0,0,0,0,0
"27929","Gm45257",0,0,1.00105,1.01143,1.03005,0,0,1,1,0,0,2.10532,0
"27930","Gm45258",0,0,0,0,0,0,0,0,0,0,0,0,0
"27931","Gm45259",2.00695,3.0037,3.8845,0,8.21812,10.5374,0,3.51353,6.88097,4.68462,6.9375,9.47132,4.48495
"27932","Gm4526",0,0,0,0,0,0,0,0,0,0,0,0,0
"27933","Gm45261",0,0,0,0,0,0,0,0,0,0,0,0,0
"27934","Gm45262",0,0,0,0,0,0,0,0,0,0,0,0,0
"27935","Gm45263",0,0,0,0,0,0,0,0,0,0,0,0,0
"27936","Gm45264",0,0,0,0,0,0,0,0,0,0,0,0,0
"27937","Gm45265",0,0,0,0,0,0,0,0,0,0,0,0,0
"27938","Gm45266",1.0003,5.15685,7.19832,6,8.13303,6.14241,3,3.00345,7.17933,5.00159,12.2471,4.00727,6.15672
"27939","Gm45267",4,3,6,4,20,13,5,5,6,3,11,8,10
"27940","Gm45268",2.28714,0,1.32794,0,2.8892,1.46067,6.53956,3.6394,5.4848,1,7.89476,2.92704,5.69661
"27941","Gm45269",0,0,0,0,0,0,0,0,0,0,0,1,0
"27942","Gm45271",0,0,0,0,0,0,0,0,0,0,0,0,0
"27943","Gm45272",0,0,0,0,0,0,0,0,0,0,0,0,0
"27944","Gm45273",0,0,0,0,0,0,0,0,0,0,0,0,0
"27945","Gm45274",0,0,0,0,0,0,0,0,0,0,0,0,0
"27946","Gm45275",0,0,0,0,0,0,0,0,0,0,0,0,0
"27947","Gm45276",0,0,0,0,0,0,0,0,0,0,0,0,0
"27948","Gm45277",0,0,1,0,0,0,0,0,0,0,0,0,1.84605
"27949","Gm45278",0,0,0,0,0,0,0,0,0,0,0,0,0
"27950","Gm45279",0,0,0,0,0,0,0,0,0,0,0,0,0
"27951","Gm4528",0,0,0,0,0,0,0,0,0,0,0,0,0
"27952","Gm45280",0,0,0,0,0,0,0,0,0,0,0,0,1
"27953","Gm45282",0,0,0,0,0,0,0,0,0,0,0,0,0
"27954","Gm45283",0,0,0,0,0,0,0,0,0,0,0,0,0
"27955","Gm45285",0,0,0,0,0,0,0,0,0,0,0,0,0
"27956","Gm45286",10.704,17.3857,20.0934,9.13792,9.75884,17.7072,11.1332,15.0883,15.424,7.96398,23.35,19.4484,37.5792
"27957","Gm45288",0,0,0,0,0,0,0,0,0,0,0,0,0
"27958","Gm45289",0,0,0,0,2,0,0,1,1,1,0,0,4
"27959","Gm4529",0,0,0,0,0,0,0,0,0,0,0,0,0
"27960","Gm45290",0,0,0,0,0,2,0,0,1,0,0,0,0
"27961","Gm45292",0,1,1,1,7,1.61129,0,0,2,2,1,0,3
"27962","Gm45293",0,2,0,0,0,0,0,0,1,0,0,2,0
"27963","Gm45294",0,0,0,0,0,0,0,0,1,0,0,0,0
"27964","Gm45295",0,0,0,0,0,2,0,0,0,0,0,0,0
"27965","Gm45296",0,0,0,0,0,0,0,0,0,0,0,0,0
"27966","Gm45297",3.03842,3.30175,5.90778,4.77841,9.36617,5.42532,3.2543,6.23095,2.26519,10.4564,8.94692,8.57557,3.17446
"27967","Gm45299",0,0,0,0,1,0,1,0,0,0,0,0,0
"27968","Gm45301",0,0,0,0,0,0,0,0,0,0,0,0,0
"27969","Gm45303",0,0,0,0,0,0,0,0,0,0,0,0,0
"27970","Gm45305",0,0,0,0,0,0,0,0,0,0,0,0,0
"27971","Gm45307",0,0,0,0,0,0,0,0,0,0,0,0,0
"27972","Gm45309",4.74975,6,9.31648,7.74177,6.61635,7.87657,9.86593,11,5,10.8761,15.3746,15.6638,28.8771
"27973","Gm45310",0,0,0,0,0,0,0,0,0,0,0,0,0
"27974","Gm45311",0,0,0,1,3.10402,0,0,0,0,1.02829,0,1.00645,1
"27975","Gm45312",1,0,0,0,0,0,0,0,0,0,0,0,0
"27976","Gm45313",1,2,0,0,0,0,1,1,1,3,4,3,1
"27977","Gm45315",0,0,0,4.07362,0,0,0,0,0,0,0,0,0
"27978","Gm45316",0,0,0,0,0,0,0,0,0,0,0,0,0
"27979","Gm45317",0,0,0,0,0,0,0,0,0,0,0,0,0
"27980","Gm45319",0,0,0,0,0,0,0,0,0,0,0,0,0
"27981","Gm45321",0,0,0,0,0,0,0,0,0,0,0,0,0
"27982","Gm45322",45.2232,59.9213,44.8535,44.1952,76.374,56.0879,34.6125,37.7987,28.2025,20.7623,54.5392,40.1812,46.4494
"27983","Gm45323",0,0,0,0,0,0,0,0,0,0,0,0,0
"27984","Gm45324",2.02993,2.03595,7,2.0162,1,3,7.08946,0,4.01947,1,1.0035,3.02305,3.00907
"27985","Gm45326",1,0,0,0,0.00708122,0,3.98201,2.79456,0,0,2,0,0
"27986","Gm45327",0,0,0,0,0,0,0,0,0,0,0,0,0
"27987","Gm45328",0,0,0,0,0,0,0,0,0,0,0,0,0
